Year_Month_DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,CRSElapsedTime,Origin,Dest,Distance,arr_delay
2008-03-25,2,1900-01-01 10:20:00,1900-01-01 11:35:00,MQ,3792,N918AE,75.0,XNA,DFW,281.0,-18.0
2008-04-29,2,1900-01-01 18:45:00,1900-01-01 19:42:00,YV,2619,N916FJ,57.0,CLT,CHS,168.0,0.0
2008-04-04,5,1900-01-01 07:35:00,1900-01-01 08:59:00,DL,1551,N928DL,84.0,LEX,ATL,303.0,77.0
2008-04-15,2,1900-01-01 14:45:00,1900-01-01 16:25:00,OH,5655,N927CA,100.0,BOS,DCA,399.0,-10.0
2008-03-15,6,1900-01-01 11:45:00,1900-01-01 14:03:00,XE,3048,N11536,138.0,OMA,IAH,781.0,-19.0
2008-02-25,1,1900-01-01 07:20:00,1900-01-01 10:34:00,CO,586,N33103,134.0,IAH,MCO,853.0,11.0
2008-04-19,6,1900-01-01 08:28:00,1900-01-01 09:21:00,UA,1619,N459UA,113.0,DEN,PHX,602.0,20.0
2008-04-29,2,1900-01-01 06:00:00,1900-01-01 07:20:00,B6,45,N618JB,80.0,ROC,JFK,264.0,8.0
2008-02-29,5,1900-01-01 21:00:00,1900-01-01 22:27:00,CO,1704,N52616,87.0,IAH,OKC,395.0,-3.0
2008-01-03,4,1900-01-01 17:10:00,1900-01-01 21:20:00,AA,1072,N563AA,190.0,DFW,PHL,1302.0,0.0
2008-01-23,3,1900-01-01 07:45:00,1900-01-01 09:20:00,AA,1135,N244AA,155.0,LGA,BNA,764.0,7.0
2008-04-24,4,1900-01-01 06:10:00,1900-01-01 08:18:00,FL,590,N942AT,128.0,ROC,ATL,749.0,6.0
2008-01-21,1,1900-01-01 15:35:00,1900-01-01 16:35:00,WN,1210,N326SW,60.0,STL,MDW,251.0,-4.0
2008-03-27,4,1900-01-01 11:46:00,1900-01-01 13:18:00,UA,147,N410UA,92.0,SAN,SFO,447.0,-3.0
2008-04-13,7,1900-01-01 06:45:00,1900-01-01 14:39:00,CO,569,N11206,294.0,LAS,EWR,2227.0,-9.0
2008-03-25,2,1900-01-01 18:55:00,1900-01-01 20:30:00,AA,1167,N465AA,155.0,ATL,DFW,732.0,-5.0
2008-01-05,6,1900-01-01 14:19:00,1900-01-01 15:47:00,UA,556,N349UA,148.0,IAH,DEN,861.0,2.0
2008-04-06,7,1900-01-01 18:00:00,1900-01-01 19:05:00,OH,4971,N675BR,65.0,AZO,CVG,225.0,-6.0
2008-01-27,7,1900-01-01 09:10:00,1900-01-01 10:40:00,F9,225,N805FR,150.0,DEN,SMF,910.0,13.0
2008-03-11,2,1900-01-01 09:45:00,1900-01-01 12:19:00,UA,589,N904UA,154.0,ORD,DFW,802.0,2.0
2008-01-22,2,1900-01-01 14:50:00,1900-01-01 17:23:00,DL,1704,N920DE,153.0,ATL,EWR,745.0,59.0
2008-02-02,6,1900-01-01 12:08:00,1900-01-01 14:12:00,YV,7304,N77331,124.0,IAD,JAX,631.0,
2008-02-04,1,1900-01-01 10:05:00,1900-01-01 12:15:00,WN,3595,N507SW,70.0,SAN,PHX,304.0,68.0
2008-02-17,7,1900-01-01 18:25:00,1900-01-01 20:09:00,B6,1108,N178JB,104.0,RDU,JFK,426.0,-25.0
2008-01-25,5,1900-01-01 12:11:00,1900-01-01 13:35:00,NW,1199,N526US,264.0,DTW,LAS,1750.0,15.0
2008-04-16,3,1900-01-01 10:31:00,1900-01-01 12:21:00,US,903,N715UW,110.0,DTW,CLT,500.0,-27.0
2008-04-23,3,1900-01-01 09:45:00,1900-01-01 12:10:00,WN,34,N376SW,145.0,PHL,JAX,742.0,22.0
2008-02-18,1,1900-01-01 17:25:00,1900-01-01 19:13:00,NW,185,N339NW,228.0,MSP,SAN,1532.0,6.0
2008-04-26,6,1900-01-01 20:35:00,1900-01-01 22:00:00,WN,2408,N748SW,85.0,MHT,BWI,377.0,-6.0
2008-03-28,5,1900-01-01 06:15:00,1900-01-01 08:33:00,OO,4040,N604SK,78.0,RNO,SLC,422.0,8.0
2008-04-23,3,1900-01-01 19:50:00,1900-01-01 21:20:00,OO,6489,N920SW,90.0,RNO,LAX,390.0,17.0
2008-04-23,3,1900-01-01 06:00:00,1900-01-01 08:25:00,AA,1277,N515AA,205.0,PHL,DFW,1302.0,-15.0
2008-02-26,2,1900-01-01 11:20:00,1900-01-01 13:02:00,9E,5873,84449E,102.0,TYS,DTW,443.0,-5.0
2008-04-09,3,1900-01-01 09:07:00,1900-01-01 11:24:00,UA,73,N210UA,317.0,SFO,HNL,2398.0,9.0
2008-03-28,5,1900-01-01 13:15:00,1900-01-01 17:30:00,US,710,N955UW,195.0,DFW,PHL,1302.0,-12.0
2008-03-25,2,1900-01-01 15:25:00,1900-01-01 17:50:00,EV,4694,N875AS,145.0,AVP,ATL,714.0,-30.0
2008-01-27,7,1900-01-01 13:45:00,1900-01-01 14:30:00,WN,179,N647SW,165.0,OKC,LAS,987.0,138.0
2008-01-04,5,1900-01-01 21:35:00,1900-01-01 22:32:00,OO,3966,N427SW,57.0,SLC,IDA,188.0,
2008-01-24,4,1900-01-01 12:15:00,1900-01-01 13:29:00,NW,1583,N925US,74.0,DTW,IND,231.0,6.0
2008-01-13,7,1900-01-01 17:20:00,1900-01-01 18:25:00,OO,3693,N297SW,65.0,SUN,SLC,223.0,-12.0
2008-03-10,1,1900-01-01 07:40:00,1900-01-01 08:45:00,WN,638,N496WN,65.0,LAX,SJC,308.0,6.0
2008-04-02,3,1900-01-01 18:00:00,1900-01-01 19:42:00,UA,691,N923UA,162.0,LGA,ORD,733.0,3.0
2008-01-27,7,1900-01-01 19:30:00,1900-01-01 20:10:00,YV,1007,N693BR,40.0,HNL,KOA,163.0,8.0
2008-03-08,6,1900-01-01 16:16:00,1900-01-01 18:16:00,NW,1719,N600TR,120.0,CLT,DTW,500.0,86.0
2008-03-11,2,1900-01-01 22:35:00,1900-01-01 23:38:00,US,1149,N530AU,63.0,CLT,SAV,213.0,-19.0
2008-01-12,6,1900-01-01 07:05:00,1900-01-01 07:59:00,NW,1701,N336NW,54.0,DLH,MSP,144.0,13.0
2008-04-02,3,1900-01-01 11:07:00,1900-01-01 14:59:00,CO,358,N32626,172.0,IAH,DCA,1208.0,-4.0
2008-04-02,3,1900-01-01 17:56:00,1900-01-01 20:33:00,OO,3869,N448SW,97.0,SMF,SLC,532.0,-4.0
2008-02-21,4,1900-01-01 16:30:00,1900-01-01 18:03:00,US,768,N454UW,93.0,BOS,PHL,280.0,-3.0
2008-03-13,4,1900-01-01 18:00:00,1900-01-01 19:14:00,US,2138,N765US,74.0,LGA,BOS,185.0,17.0
2008-02-26,2,1900-01-01 18:25:00,1900-01-01 21:14:00,US,1634,N445US,109.0,MSY,CLT,651.0,22.0
2008-04-24,4,1900-01-01 17:07:00,1900-01-01 20:35:00,OO,3832,N443SW,148.0,SLC,TUL,926.0,-2.0
2008-02-15,5,1900-01-01 09:20:00,1900-01-01 11:55:00,9E,5908,85059E,95.0,MEM,CLT,512.0,5.0
2008-04-25,5,1900-01-01 08:45:00,1900-01-01 10:08:00,UA,491,N820UA,143.0,DEN,SNA,846.0,-10.0
2008-03-30,7,1900-01-01 19:45:00,1900-01-01 22:49:00,UA,738,N843UA,124.0,DEN,AUS,775.0,28.0
2008-02-14,4,1900-01-01 11:35:00,1900-01-01 16:20:00,UA,43,N669UA,465.0,DEN,HNL,3365.0,-41.0
2008-02-08,5,1900-01-01 18:45:00,1900-01-01 19:33:00,OO,5419,N579SW,48.0,SAN,LAX,109.0,-8.0
2008-04-27,7,1900-01-01 11:29:00,1900-01-01 13:13:00,FL,193,N331AT,104.0,RSW,ATL,515.0,-3.0
2008-04-07,1,1900-01-01 18:55:00,1900-01-01 20:45:00,FL,615,N278AT,290.0,ATL,SAN,1891.0,17.0
2008-02-13,3,1900-01-01 11:19:00,1900-01-01 14:14:00,NW,423,N526US,175.0,MCO,DTW,957.0,-13.0
2008-01-15,2,1900-01-01 13:40:00,1900-01-01 14:50:00,WN,3761,N257WN,70.0,MSY,HOU,303.0,-4.0
2008-04-21,1,1900-01-01 22:35:00,1900-01-01 06:31:00,B6,318,N633JB,296.0,OAK,IAD,2408.0,21.0
2008-02-23,6,1900-01-01 12:30:00,1900-01-01 16:20:00,AA,1356,N241AA,170.0,DFW,IAD,1172.0,6.0
2008-02-06,3,1900-01-01 15:35:00,1900-01-01 16:30:00,WN,2090,N619SW,115.0,MCO,JAN,587.0,-15.0
2008-02-09,6,1900-01-01 15:03:00,1900-01-01 16:14:00,YV,7162,N447YV,71.0,DEN,GJT,212.0,8.0
2008-01-23,3,1900-01-01 18:15:00,1900-01-01 21:20:00,AA,848,N470AA,125.0,DFW,ATL,732.0,-13.0
2008-02-16,6,1900-01-01 16:30:00,1900-01-01 22:37:00,DL,1768,N703TW,247.0,HDN,JFK,1749.0,-18.0
2008-03-02,7,1900-01-01 09:00:00,1900-01-01 10:34:00,US,1568,N922UW,94.0,BWI,CLT,361.0,-13.0
2008-03-16,7,1900-01-01 11:12:00,1900-01-01 14:12:00,CO,1404,N14653,120.0,ABQ,IAH,744.0,-4.0
2008-04-08,2,1900-01-01 17:10:00,1900-01-01 18:03:00,UA,1491,N476UA,113.0,DEN,LAS,629.0,5.0
2008-03-13,4,1900-01-01 08:30:00,1900-01-01 11:25:00,XE,2029,N16951,175.0,MKE,IAH,984.0,2.0
2008-03-05,3,1900-01-01 17:20:00,1900-01-01 17:40:00,WN,1240,N775SW,80.0,PHX,BUR,369.0,-1.0
2008-01-02,3,1900-01-01 16:10:00,1900-01-01 17:45:00,US,1072,N730US,155.0,CLT,MCI,809.0,8.0
2008-03-07,5,1900-01-01 12:50:00,1900-01-01 17:11:00,AS,92,N592AS,201.0,ANC,SEA,1449.0,8.0
2008-04-17,4,1900-01-01 13:15:00,1900-01-01 18:45:00,WN,588,N429WN,210.0,LAS,MDW,1521.0,-12.0
2008-03-12,3,1900-01-01 13:15:00,1900-01-01 14:26:00,OH,5275,N804CA,71.0,CVG,DTW,229.0,-2.0
2008-03-29,6,1900-01-01 11:50:00,1900-01-01 15:30:00,CO,472,N39415,220.0,EWR,SJU,1608.0,2.0
2008-03-02,7,1900-01-01 16:29:00,1900-01-01 18:10:00,US,385,N164AW,101.0,LAS,SMF,397.0,-10.0
2008-04-27,7,1900-01-01 20:35:00,1900-01-01 21:58:00,OO,6812,N953SW,83.0,LAX,TUS,451.0,-14.0
2008-04-24,4,1900-01-01 17:06:00,1900-01-01 18:15:00,OO,3875,N453SW,69.0,SLC,BOI,291.0,3.0
2008-02-22,5,1900-01-01 13:19:00,1900-01-01 15:42:00,AS,522,N703AS,143.0,PDX,PSP,873.0,25.0
2008-02-03,7,1900-01-01 14:09:00,1900-01-01 17:03:00,US,308,N806AW,114.0,OAK,PHX,646.0,40.0
2008-03-14,5,1900-01-01 14:10:00,1900-01-01 15:05:00,WN,991,N651SW,55.0,SAT,DAL,248.0,8.0
2008-02-15,5,1900-01-01 13:55:00,1900-01-01 16:00:00,CO,1497,N39343,125.0,BOS,CLE,563.0,13.0
2008-02-07,4,1900-01-01 07:30:00,1900-01-01 10:30:00,AA,1462,N568AA,120.0,ORD,EWR,719.0,50.0
2008-01-13,7,1900-01-01 17:15:00,1900-01-01 21:05:00,AA,1298,N417AA,170.0,DFW,BWI,1217.0,-9.0
2008-02-26,2,1900-01-01 19:32:00,1900-01-01 20:28:00,OO,3793,N430SW,116.0,SLC,LGB,589.0,-15.0
2008-01-14,1,1900-01-01 15:50:00,1900-01-01 19:13:00,XE,2109,N21537,143.0,IAH,CLT,913.0,1.0
2008-02-22,5,1900-01-01 20:00:00,1900-01-01 21:55:00,WN,2126,N375SW,175.0,HOU,PHX,1020.0,54.0
2008-04-23,3,1900-01-01 16:45:00,1900-01-01 17:49:00,OO,5470,N236SW,64.0,SBP,LAX,155.0,-7.0
2008-04-23,3,1900-01-01 08:15:00,1900-01-01 11:22:00,B6,315,N659JB,367.0,IAD,OAK,2408.0,-5.0
2008-04-19,6,1900-01-01 06:00:00,1900-01-01 08:48:00,OO,6472,N713SK,108.0,LAX,ABQ,677.0,4.0
2008-03-09,7,1900-01-01 12:50:00,1900-01-01 13:58:00,EV,4234,N682BR,68.0,CAE,ATL,191.0,24.0
2008-03-01,6,1900-01-01 18:45:00,1900-01-01 19:05:00,WN,1466,N498WN,80.0,PHX,LAX,370.0,-2.0
2008-01-04,5,1900-01-01 10:55:00,1900-01-01 12:05:00,AA,1675,N581AA,190.0,DFW,SAN,1171.0,12.0
2008-01-21,1,1900-01-01 17:34:00,1900-01-01 18:51:00,YV,7149,N509MJ,137.0,ABE,ORD,654.0,
2008-03-23,7,1900-01-01 06:00:00,1900-01-01 08:01:00,9E,2917,88399E,121.0,SWF,DTW,479.0,-17.0
2008-02-06,3,1900-01-01 14:22:00,1900-01-01 17:17:00,XE,2611,,175.0,MKE,IAH,984.0,
2008-04-21,1,1900-01-01 16:00:00,1900-01-01 18:35:00,B6,824,N190JB,155.0,MCO,JFK,944.0,-6.0
2008-03-04,2,1900-01-01 12:10:00,1900-01-01 13:15:00,WN,3761,N905WN,65.0,BHM,MSY,321.0,12.0
2008-01-02,3,1900-01-01 18:55:00,1900-01-01 21:30:00,EV,4410,N842AS,155.0,HPN,ATL,780.0,26.0
2008-03-04,2,1900-01-01 06:00:00,1900-01-01 09:09:00,UA,1442,N491UA,129.0,RNO,DEN,804.0,-21.0
2008-03-27,4,1900-01-01 08:55:00,1900-01-01 10:45:00,MQ,4473,N905JH,170.0,JAX,ORD,865.0,34.0
2008-02-03,7,1900-01-01 11:30:00,1900-01-01 13:19:00,US,1021,N422US,109.0,CLT,TPA,508.0,0.0
2008-04-16,3,1900-01-01 10:17:00,1900-01-01 12:27:00,NW,464,N1799U,130.0,ATL,DTW,594.0,-10.0
2008-02-13,3,1900-01-01 20:47:00,1900-01-01 22:43:00,EV,4792,N825AS,116.0,ATL,ACY,678.0,3.0
2008-02-20,3,1900-01-01 18:30:00,1900-01-01 19:44:00,DL,1964,N916DE,74.0,DCA,LGA,214.0,
2008-04-21,1,1900-01-01 10:05:00,1900-01-01 11:32:00,XE,2714,N14514,87.0,IAH,XNA,438.0,-7.0
2008-01-22,2,1900-01-01 21:20:00,1900-01-01 22:32:00,US,1920,N749US,72.0,DCA,BUF,296.0,-7.0
2008-04-08,2,1900-01-01 16:55:00,1900-01-01 22:50:00,AA,590,,235.0,SAN,ORD,1723.0,
2008-02-01,5,1900-01-01 15:15:00,1900-01-01 18:15:00,CO,1137,N52616,240.0,EWR,DFW,1372.0,71.0
2008-02-29,5,1900-01-01 18:58:00,1900-01-01 22:37:00,NW,780,N516US,159.0,MSP,LGA,1020.0,25.0
2008-01-25,5,1900-01-01 10:58:00,1900-01-01 12:55:00,YV,7455,N77181,57.0,ORD,LAN,179.0,-10.0
2008-04-11,5,1900-01-01 13:25:00,1900-01-01 14:30:00,MQ,4023,N689EC,65.0,ORD,LSE,215.0,-3.0
2008-02-25,1,1900-01-01 12:45:00,1900-01-01 14:05:00,WN,1093,N331SW,80.0,RNO,LAX,390.0,-6.0
2008-01-29,2,1900-01-01 17:10:00,1900-01-01 18:10:00,WN,2817,N238WN,120.0,BWI,BNA,588.0,-5.0
2008-03-07,5,1900-01-01 16:55:00,1900-01-01 18:22:00,YV,7168,N593ML,87.0,IAD,CAE,401.0,74.0
2008-03-15,6,1900-01-01 19:05:00,1900-01-01 23:00:00,AA,1058,N460AA,175.0,ORD,PBI,1144.0,-4.0
2008-04-30,3,1900-01-01 16:40:00,1900-01-01 17:43:00,DL,1665,N900DE,63.0,ATL,SAV,215.0,9.0
2008-02-03,7,1900-01-01 06:20:00,1900-01-01 06:25:00,MQ,4312,N648AE,65.0,TOL,ORD,214.0,-14.0
2008-01-14,1,1900-01-01 09:30:00,1900-01-01 10:30:00,WN,11,N360SW,60.0,DAL,HOU,239.0,-4.0
2008-02-14,4,1900-01-01 15:05:00,1900-01-01 16:59:00,UA,1607,N449UA,114.0,DEN,PHX,602.0,43.0
2008-02-11,1,1900-01-01 07:30:00,1900-01-01 08:17:00,DL,1713,N939DL,47.0,CMH,CVG,116.0,4.0
2008-02-01,5,1900-01-01 16:45:00,1900-01-01 17:56:00,9E,5661,88889E,71.0,SUX,MSP,234.0,9.0
2008-02-16,6,1900-01-01 11:05:00,1900-01-01 14:01:00,OO,3947,N452SW,116.0,SAN,SLC,626.0,3.0
2008-01-23,3,1900-01-01 15:15:00,1900-01-01 17:30:00,WN,3678,N228WN,195.0,PHX,SEA,1107.0,-37.0
2008-04-07,1,1900-01-01 09:13:00,1900-01-01 10:43:00,UA,203,N907UA,90.0,ORD,MSP,334.0,-2.0
2008-01-20,7,1900-01-01 18:25:00,1900-01-01 21:20:00,AA,1117,,235.0,PHL,DFW,1302.0,
2008-02-15,5,1900-01-01 17:25:00,1900-01-01 04:05:00,WN,1099,N462WN,260.0,LAS,BWI,2106.0,16.0
2008-04-29,2,1900-01-01 19:45:00,1900-01-01 21:10:00,AA,1551,N472AA,145.0,LGA,BNA,764.0,92.0
2008-01-28,1,1900-01-01 17:10:00,1900-01-01 19:35:00,OH,5445,N629BR,145.0,SDF,BOS,829.0,-9.0
2008-03-08,6,1900-01-01 14:30:00,1900-01-01 16:55:00,AA,725,N5DYAA,205.0,MIA,ORD,1197.0,14.0
2008-03-10,1,1900-01-01 18:00:00,1900-01-01 18:57:00,FL,28,N923AT,117.0,ATL,MDW,590.0,23.0
2008-02-22,5,1900-01-01 06:10:00,1900-01-01 07:44:00,XE,2258,N16520,154.0,AVL,IAH,834.0,-2.0
2008-02-02,6,1900-01-01 08:00:00,1900-01-01 09:31:00,FL,902,N276AT,91.0,ATL,PHF,508.0,-10.0
2008-02-05,2,1900-01-01 16:37:00,1900-01-01 18:15:00,OH,5513,N678CA,98.0,BOS,JFK,187.0,15.0
2008-04-30,3,1900-01-01 14:05:00,1900-01-01 17:40:00,WN,319,N764SW,155.0,ABQ,MDW,1121.0,-15.0
2008-02-05,2,1900-01-01 08:30:00,1900-01-01 12:13:00,UA,893,N554UA,403.0,JFK,SFO,2586.0,1.0
2008-04-19,6,1900-01-01 19:04:00,1900-01-01 19:27:00,EV,4340,N633AS,83.0,ATL,PFN,247.0,1.0
2008-02-17,7,1900-01-01 11:32:00,1900-01-01 15:42:00,FL,780,N268AT,190.0,MSP,TPA,1307.0,-13.0
2008-02-19,2,1900-01-01 06:50:00,1900-01-01 10:28:00,CO,1535,N73259,338.0,EWR,PHX,2133.0,0.0
2008-01-29,2,1900-01-01 16:50:00,1900-01-01 18:36:00,YV,7339,N77278,106.0,IAD,CHS,441.0,84.0
2008-02-29,5,1900-01-01 09:50:00,1900-01-01 11:54:00,EV,4283,N708EV,124.0,DTW,ATL,594.0,27.0
2008-04-23,3,1900-01-01 20:40:00,1900-01-01 21:45:00,WN,126,N260WN,65.0,LAS,BUR,223.0,0.0
2008-03-23,7,1900-01-01 12:25:00,1900-01-01 13:45:00,WN,321,N774SW,140.0,BDL,MDW,777.0,-17.0
2008-01-30,3,1900-01-01 09:40:00,1900-01-01 11:02:00,XE,7766,N12569,82.0,LAX,SMF,373.0,10.0
2008-03-05,3,1900-01-01 13:20:00,1900-01-01 19:15:00,WN,1141,N700GS,235.0,SAN,MDW,1728.0,-4.0
2008-01-28,1,1900-01-01 13:55:00,1900-01-01 15:00:00,WN,446,N243WN,65.0,BUR,LAS,223.0,-5.0
2008-01-05,6,1900-01-01 09:23:00,1900-01-01 11:19:00,NW,1728,N8932E,116.0,MEM,AUS,559.0,11.0
2008-01-07,1,1900-01-01 10:00:00,1900-01-01 12:29:00,UA,109,N522UA,269.0,ORD,LAX,1745.0,11.0
2008-04-03,4,1900-01-01 15:42:00,1900-01-01 18:16:00,NW,1208,N926NW,94.0,RAP,MSP,490.0,-4.0
2008-02-28,4,1900-01-01 14:35:00,1900-01-01 15:56:00,US,975,N730US,81.0,CLT,DCA,331.0,19.0
2008-02-09,6,1900-01-01 16:29:00,1900-01-01 17:25:00,AS,145,N768AS,56.0,ANC,FAI,261.0,13.0
2008-04-03,4,1900-01-01 09:10:00,1900-01-01 10:17:00,NW,561,N364NW,127.0,MSP,DEN,680.0,21.0
2008-01-19,6,1900-01-01 15:30:00,1900-01-01 17:40:00,WN,3146,N718SW,130.0,MCO,SDF,718.0,11.0
2008-04-30,3,1900-01-01 14:55:00,1900-01-01 16:05:00,MQ,4188,N820AE,130.0,RIC,ORD,642.0,19.0
2008-01-18,5,1900-01-01 15:35:00,1900-01-01 20:48:00,UA,932,N592UA,193.0,DEN,IAD,1452.0,-1.0
2008-04-11,5,1900-01-01 10:05:00,1900-01-01 12:00:00,WN,1169,N275WN,175.0,BNA,DEN,1013.0,-6.0
2008-01-21,1,1900-01-01 16:50:00,1900-01-01 18:16:00,UA,563,N825UA,146.0,PHL,ORD,678.0,143.0
2008-03-28,5,1900-01-01 06:00:00,1900-01-01 07:20:00,WN,638,N778SW,80.0,PHX,LAX,370.0,5.0
2008-03-11,2,1900-01-01 09:30:00,1900-01-01 10:51:00,F9,567,N801FR,141.0,DEN,SAN,853.0,-10.0
2008-02-15,5,1900-01-01 15:50:00,1900-01-01 18:30:00,WN,796,N448WN,160.0,TPA,ALB,1130.0,
2008-02-20,3,1900-01-01 06:00:00,1900-01-01 08:45:00,AA,859,N3CFAA,165.0,PHL,MIA,1013.0,9.0
2008-01-26,6,1900-01-01 08:45:00,1900-01-01 10:58:00,DL,989,N135DL,253.0,ATL,PHX,1587.0,45.0
2008-02-01,5,1900-01-01 08:30:00,1900-01-01 11:15:00,WN,3916,N776WN,165.0,MDW,AUS,972.0,182.0
2008-01-23,3,1900-01-01 11:00:00,1900-01-01 12:30:00,XE,7660,N16170,90.0,SLC,DEN,391.0,-6.0
2008-03-03,1,1900-01-01 05:50:00,1900-01-01 07:47:00,OH,5347,N796CA,117.0,SYR,CVG,527.0,-6.0
2008-03-07,5,1900-01-01 07:25:00,1900-01-01 10:00:00,OH,5125,,95.0,SGF,CVG,491.0,
2008-02-16,6,1900-01-01 11:50:00,1900-01-01 16:30:00,CO,472,N37408,220.0,EWR,SJU,1608.0,5.0
2008-02-02,6,1900-01-01 15:45:00,1900-01-01 16:15:00,MQ,4292,N644AE,90.0,CMH,ORD,296.0,95.0
2008-01-03,4,1900-01-01 12:15:00,1900-01-01 13:20:00,AA,2241,N613AA,125.0,DFW,GUC,678.0,-2.0
2008-03-18,2,1900-01-01 16:10:00,1900-01-01 17:20:00,AA,1505,,190.0,DFW,SAN,1171.0,
2008-04-24,4,1900-01-01 06:00:00,1900-01-01 13:54:00,UA,324,N524UA,294.0,LAX,IAD,2288.0,-38.0
2008-04-07,1,1900-01-01 16:00:00,1900-01-01 17:40:00,WN,431,N719SW,100.0,MCO,RDU,534.0,31.0
2008-02-07,4,1900-01-01 13:45:00,1900-01-01 14:50:00,AA,1344,N443AA,65.0,SAT,DFW,247.0,3.0
2008-02-29,5,1900-01-01 15:46:00,1900-01-01 16:45:00,EV,4757,N707EV,59.0,ATL,CAE,191.0,2.0
2008-04-08,2,1900-01-01 12:32:00,1900-01-01 14:30:00,AS,359,N975AS,118.0,OAK,SEA,671.0,3.0
2008-03-19,3,1900-01-01 15:28:00,1900-01-01 17:36:00,NW,469,N772NC,128.0,DTW,ATL,594.0,47.0
2008-01-29,2,1900-01-01 18:40:00,1900-01-01 21:36:00,B6,138,N583JB,176.0,RSW,JFK,1074.0,-10.0
2008-03-06,4,1900-01-01 08:45:00,1900-01-01 09:35:00,WN,1387,N695SW,50.0,HOU,SAT,192.0,0.0
2008-01-22,2,1900-01-01 14:15:00,1900-01-01 16:25:00,WN,2615,N745SW,130.0,SEA,SJC,697.0,-6.0
2008-03-11,2,1900-01-01 07:35:00,1900-01-01 08:50:00,WN,2459,N519SW,75.0,LAX,TUS,451.0,-4.0
2008-03-04,2,1900-01-01 11:05:00,1900-01-01 12:10:00,WN,10,N352SW,125.0,ABQ,LAX,677.0,-2.0
2008-02-08,5,1900-01-01 17:59:00,1900-01-01 20:21:00,OO,3867,N913EV,82.0,RNO,SLC,422.0,-5.0
2008-01-15,2,1900-01-01 06:55:00,1900-01-01 07:55:00,MQ,3872,N845AE,60.0,SHV,DFW,190.0,-7.0
2008-01-03,4,1900-01-01 12:34:00,1900-01-01 16:05:00,OO,5990,N742SK,151.0,HDN,ORD,1009.0,-26.0
2008-03-07,5,1900-01-01 17:45:00,1900-01-01 19:20:00,FL,689,N936AT,95.0,SRQ,ATL,445.0,64.0
2008-03-04,2,1900-01-01 12:40:00,1900-01-01 14:14:00,9E,5854,88919E,94.0,ROC,DTW,296.0,15.0
2008-04-29,2,1900-01-01 11:40:00,1900-01-01 19:18:00,DL,1056,N3751B,278.0,SJC,ATL,2116.0,-16.0
2008-03-09,7,1900-01-01 15:21:00,1900-01-01 16:30:00,EV,4545,N909EV,69.0,ATL,VLD,208.0,-18.0
2008-02-15,5,1900-01-01 08:20:00,1900-01-01 09:10:00,WN,1952,N671SW,110.0,DAL,ABQ,580.0,-6.0
2008-04-27,7,1900-01-01 20:40:00,1900-01-01 21:45:00,WN,126,N740SW,65.0,LAS,BUR,223.0,-13.0
2008-04-25,5,1900-01-01 17:30:00,1900-01-01 18:40:00,DL,1929,N910DE,70.0,BOS,LGA,185.0,-3.0
2008-04-16,3,1900-01-01 22:10:00,1900-01-01 23:54:00,YV,2611,N903FJ,164.0,CLT,IAH,913.0,-19.0
2008-03-16,7,1900-01-01 09:31:00,1900-01-01 11:01:00,US,165,N315AW,90.0,SJC,LAS,386.0,38.0
2008-04-29,2,1900-01-01 17:14:00,1900-01-01 20:39:00,FL,843,N312AT,145.0,MSP,ATL,906.0,-12.0
2008-04-13,7,1900-01-01 11:29:00,1900-01-01 12:51:00,DL,1951,N912DE,82.0,LGA,DCA,214.0,-26.0
2008-01-22,2,1900-01-01 09:19:00,1900-01-01 11:30:00,9E,3733,89429E,131.0,DTW,CHS,668.0,44.0
2008-01-20,7,1900-01-01 14:50:00,1900-01-01 15:54:00,AS,186,N613AS,64.0,FAI,ANC,261.0,-25.0
2008-01-30,3,1900-01-01 07:00:00,1900-01-01 08:42:00,YV,2607,N908FJ,102.0,CLE,CLT,430.0,43.0
2008-02-25,1,1900-01-01 17:05:00,1900-01-01 19:14:00,EV,4500,N631AS,69.0,MGM,ATL,147.0,43.0
2008-03-05,3,1900-01-01 06:50:00,1900-01-01 14:06:00,DL,727,N377DA,256.0,SEA,CVG,1964.0,-3.0
2008-02-19,2,1900-01-01 15:20:00,1900-01-01 18:21:00,DL,679,N751AT,181.0,BOS,ATL,946.0,-14.0
2008-04-10,4,1900-01-01 15:27:00,1900-01-01 18:12:00,NW,485,N518US,165.0,TPA,DTW,983.0,36.0
2008-03-19,3,1900-01-01 09:28:00,1900-01-01 11:35:00,UA,1556,N476UA,127.0,MCO,IAD,758.0,-6.0
2008-03-20,4,1900-01-01 06:10:00,1900-01-01 08:55:00,AS,712,N624AS,165.0,SEA,PHX,1107.0,-13.0
2008-03-24,1,1900-01-01 19:05:00,1900-01-01 19:27:00,NW,1409,N8960E,82.0,DTW,ORD,235.0,33.0
2008-04-14,1,1900-01-01 16:45:00,1900-01-01 20:05:00,B6,141,N289JB,200.0,JFK,RSW,1074.0,21.0
2008-04-27,7,1900-01-01 07:55:00,1900-01-01 09:28:00,AS,61,N765AS,153.0,SEA,JNU,909.0,-14.0
2008-04-22,2,1900-01-01 16:25:00,1900-01-01 18:43:00,US,1587,N439US,138.0,BOS,CLT,728.0,-8.0
2008-03-31,1,1900-01-01 10:30:00,1900-01-01 12:09:00,FL,202,N899AT,99.0,LGA,CAK,396.0,58.0
