basket_ID,item,cash_price,make,model,goods_code,Nbr_of_prod_purchas
67875,WARRANTY,40,RETAILER,RETAILER,236604737,1
67875,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
49169,LIVING DINING FURNITURE,1349,INNOVATION LIVING,INNOVATION LIVING CUBED 140 SOFA BED TWIST GRANITE,236918146,1
33565,COMPUTERS,579,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001426,1
33565,COMPUTER PERIPHERALS ACCESSORIES,119,APPLE,APPLE PENCIL 2ND GENERATION 2018 MATTE WHITE,237841896,1
2082,COMPUTERS,1149,APPLE,2020 APPLE MACBOOK AIR,239246775,1
2082,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
58955,COMPUTERS,556,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001415,1
58955,COMPUTER PERIPHERALS ACCESSORIES,279,APPLE,APPLE MAGIC KEYBOARD FOR 11 IPAD PRO 2020 BLACK,238701671,1
58955,COMPUTER PERIPHERALS ACCESSORIES,119,APPLE,APPLE PENCIL 2ND GENERATION 2018 MATTE WHITE,237841896,1
75388,AUDIO ACCESSORIES,159,APPLE,2021 APPLE AIRPODS WITH MAGSAFE CHARGING CASE 3RD,240575988,1
75388,COMPUTER PERIPHERALS ACCESSORIES,499,APPLE,APPLE WATCH SERIES 7 GPS CELLULAR 45MM MIDNIGHT AL,240376714,1
27511,COMPUTERS,749,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI 128G,240040984,1
27511,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
26350,COMPUTERS,999,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 12,240041004,1
26350,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
64619,LIVING DINING FURNITURE,1549,RETAILER,RETAILER BARBICAN LARGE 3 SEATER SOFA L,237013495,1
64619,SERVICE,0,RETAILER,RETAILER,DMS4462,1
60918,COMPUTERS,1899,APPLE,2021 APPLE MACBOOK PRO 14 M1 PRO PROCESSOR 16GB RA,240575990,1
75479,TELEVISIONS HOME CINEMA,1199,SONY,SONY BRAVIA KE48A9 2020 OLED HDR 4K ULTRA HD SMART,239952954,1
35685,COMPUTER PERIPHERALS ACCESSORIES,269,SAMSUNG,SAMSUNG GALAXY WATCH 4 BLUETOOTH 44MM ALUMINIUM WI,240192736,1
59605,LIVING DINING FURNITURE,2299,RETAILER,RETAILER BAILEY 5 SEATER LHF CHAISE END,239832764,1
59605,LIVING DINING FURNITURE,598,RETAILER,RETAILER CAPE UPHOLSTERED DINING CHAIRS,238524694,2
59605,LIVING DINING FURNITURE,649,WEST ELM,WEST ELM MID-CENTURY WIDE BOOKSHELF ACORN,239760172,1
59605,CARPETS RUGS FLOORING,405,WEST ELM,WEST ELM BRIO RUG L244 X W152 CM,238601471,1
19839,COMPUTER PERIPHERALS ACCESSORIES,379,APPLE,APPLE WATCH SERIES 6 GPS 40MM SPACE GREY ALUMINIUM,239001536,1
19839,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
56801,COMPUTERS,1249,APPLE,2021 APPLE IMAC 24 ALL-IN-ONE M1 PROCESSOR 8GB RAM,240040969,1
42653,OUTDOOR FURNITURE,1229,KETTLER,KETTLER SURF ACTIVE 6-SEATER GARDEN DINING TABLE R,239482913,1
49196,COMPUTERS,999,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI CELL,240041014,1
66683,TELEVISIONS HOME CINEMA,1199,LG,LG OLED55C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239827061,1
65856,TELEVISIONS HOME CINEMA,1192,LG,LG OLED55C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239827061,1
65856,WARRANTY,140,RETAILER,RETAILER,233598811,1
65856,FULFILMENT CHARGE,20,RETAILER,RETAILER,FULFILMENT,1
4437,COMPUTER PERIPHERALS & ACCESSORIES,459,APPLE,APPLE WATCH SERIES 6,239001459,1
4437,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
21192,COMPUTER PERIPHERALS ACCESSORIES,379,APPLE,APPLE WATCH SERIES 6 GPS 40MM GOLD ALUMINIUM CASE,239001474,1
31031,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
31031,WARRANTY,70,RETAILER,RETAILER,236604744,1
74715,TELEVISIONS HOME CINEMA,2399,SONY,SONY BRAVIA XR XR55A90J 2021 OLED HDR 4K ULTRA HD,239900859,1
74715,WARRANTY,140,RETAILER,RETAILER,233598811,1
9327,LIGHTING,65,RETAILER,RETAILER,237996307,1
9327,BEDROOM FURNITURE,939,SILENTNIGHT,RETAILER,237764639,1
9327,SERVICE,30,RETAILER,RETAILER,DMS22,1
9327,LIGHTING,14,PHILIPS,RETAILER,238953691,2
9327,BED LINEN,39,RETAILER,RETAILER,234090892,1
9327,BED LINEN,160,RETAILER,RETAILER,237840377,2
9327,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
69328,COMPUTERS,849,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI 256G,240041022,1
30683,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
33947,TELEVISIONS HOME CINEMA,1499,SAMSUNG,SAMSUNG THE FRAME 2021 QLED ART MODE TV WITH SLIM,239841523,1
33947,SERVICE,125,RETAILER,RETAILER,DMS7683,1
53294,TELEVISIONS HOME CINEMA,949,SONY,SONY BRAVIA XR XR50X90J 2021 LED HDR 4K ULTRA HD S,239903525,1
53294,SERVICE,15,RETAILER,RETAILER,DMS15,1
53294,SERVICE,45,RETAILER,RETAILER,DMS5462,1
53294,HOME OFFICE,299,RETAILER,RETAILER ABACUS FILING DESK FSC-CERTIFI,231625549,1
65146,TELEVISIONS HOME CINEMA,899,SAMSUNG,SAMSUNG THE FRAME 2021 QLED ART MODE TV WITH SLIM,239841522,1
41891,COMPUTERS,893,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
41891,WARRANTY,70,RETAILER,RETAILER,236604744,1
41891,COMPUTER PERIPHERALS ACCESSORIES,65,APPLE,APPLE MAGIC MOUSE 2 2015 WHITE,236665679,1
41891,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
73987,COMPUTERS,1117,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246775,1
65012,TELEVISIONS HOME CINEMA,999,LG,LG OLED48C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239827062,1
6883,COMPUTERS,1152,APPLE,2020 APPLE MACBOOK PRO,239246779,1
6883,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
19853,NURSERY FURNITURE,1350,GAIA BABY,GAIA BABY SERENA CO-SLEEPER BEDSIDE CRIB COTBED AN,238512334,1
60607,COMPUTERS,2599,APPLE,2021 APPLE MACBOOK PRO 16 M1 PRO PROCESSOR 16GB RA,240575993,1
40055,COMPUTERS,1117,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246777,1
36126,COMPUTER PERIPHERALS ACCESSORIES,165,APPLE,APPLE MAGIC KEYBOARD FOR 12 9 IPAD PRO,238701670,1
36126,COMPUTERS,1299,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 51,240041010,1
1018,COMPUTERS,990,APPLE,2020 APPLE MACBOOK AIR,239246782,1
1018,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
33774,TELEVISIONS HOME CINEMA,999,SONY,SONY BRAVIA KD65X81J 2021 LED HDR 4K ULTRA HD SMAR,239903727,1
50654,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
63461,TELEVISIONS HOME CINEMA,999,LG,LG OLED48C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239827062,1
1820,COMPUTERS,1649,APPLE,"2021 APPLE IMAC 23.5"" ALL-IN-ONE",240040963,1
1820,FULFILMENT CHARGE,11,RETAILER,RETAILER,FULFILMENT,1
68163,COMPUTERS,889,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
58408,COMPUTERS,749,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI 128G,240040984,1
24295,COMPUTERS,1099,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 25,240040983,1
14553,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",1199,SAMSUNG,SAMSUNG GALAXY S21 ULTRA SMARTPHONE,239780059,1
50877,TELEVISIONS HOME CINEMA,1899,LG,LG OLED65C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239838687,1
26447,COMPUTER PERIPHERALS ACCESSORIES,369,SAMSUNG,SAMSUNG GALAXY WATCH 4 CLASSIC 4G CELLULAR 46MM ST,240242854,1
17881,COMPUTERS,1099,APPLE,"2021 APPLE IPAD PRO 12.9""",240040978,1
17881,COMPUTER PERIPHERALS & ACCESSORIES,329,APPLE,"APPLE MAGIC KEYBOARD FOR 12.9"" IPAD PRO (2021)",240043592,1
17881,COMPUTER PERIPHERALS & ACCESSORIES,119,APPLE,"APPLE PENCIL, 2ND GENERATION (2018)",237841896,1
39773,COMPUTERS,1649,APPLE,2021 APPLE IMAC 24 ALL-IN-ONE M1 PROCESSOR 8GB RAM,240040964,1
39773,WARRANTY,35,RETAILER,RETAILER,236604727,1
39773,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
51618,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
22799,TELEPHONES FAX MACHINES TWO-WAY RADIOS,649,APPLE,APPLE IPHONE 12 IOS 6 1 5G SIM FREE 64GB BLUE,239091966,1
51078,COMPUTERS,1099,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 25,240040978,1
61631,TELEVISIONS HOME CINEMA,1699,SONY,SONY BRAVIA XR XR75X90J 2021 LED HDR 4K ULTRA HD S,239903730,1
39779,COMPUTERS,893,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
39779,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
12565,LIVING & DINING FURNITURE,2099,PARKER KNOLL,RETAILER,238690276,1
27530,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
27530,WARRANTY,70,RETAILER,RETAILER,236604744,1
27530,CABLES ADAPTERS,17,APPLE,APPLE MJ1M2ZM A USB-C TO USB ADAPTOR,234418518,1
72434,COMPUTER PERIPHERALS ACCESSORIES,399,APPLE,APPLE WATCH SERIES 7 GPS 45MM MIDNIGHT ALUMINIUM C,240376619,1
6234,COMPUTER PERIPHERALS & ACCESSORIES,388,APPLE,APPLE WATCH SERIES 6,239001518,1
6234,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
55764,TELEVISIONS HOME CINEMA,985,LG,LG OLED55A16LA 2021 OLED HDR 4K ULTRA HD SMART TV,239866722,1
8753,COMPUTERS,939,APPLE,"2020 APPLE IPAD PRO 12.9""",238667165,1
8753,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
17634,COMPUTERS,689,APPLE,"2020 APPLE IPAD AIR 10.9""",239001418,1
17634,COMPUTER PERIPHERALS & ACCESSORIES,140,LOGITECH,RETAILER,239504674,1
17877,COMPUTERS,1099,APPLE,"2021 APPLE IPAD PRO 12.9""",240040978,1
71183,COMPUTERS,889,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
71183,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
47379,COMPUTERS,849,APPLE,2020 APPLE MAC MINI DESKTOP COMPUTER M1 PROCESSOR,239246772,1
47379,COMPUTER PERIPHERALS ACCESSORIES,120,APPLE,APPLE MAGIC KEYBOARD WITH NUMERIC KEYPAD  E,236998880,1
67596,LIVING DINING FURNITURE,1810,VITRA,VITRA NOGUCHI COFFEE TABLE BLACK ASH,231802880,1
67596,SERVICE,44,RETAILER,RETAILER,DMS8081,1
67596,FULFILMENT CHARGE,13,RETAILER,RETAILER,FULFILMENT,1
44931,COMPUTER PERIPHERALS ACCESSORIES,379,APPLE,APPLE WATCH SERIES 6 GPS 40MM GOLD ALUMINIUM CASE,239001474,1
35316,TELEVISIONS HOME CINEMA,1099,LG,LG OLED48C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239827062,1
67446,COMPUTERS,1899,APPLE,2021 APPLE MACBOOK PRO 14 M1 PRO PROCESSOR 16GB RA,240575990,1
67446,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
13642,COMPUTERS,937,APPLE,2020 APPLE MACBOOK AIR,239246778,1
13642,WARRANTY,70,RETAILER,RETAILER,236604744,1
49263,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246782,1
49263,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
4556,COMPUTERS,938,APPLE,2020 APPLE MACBOOK AIR,239246776,1
4556,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
22567,COMPUTERS,899,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246782,1
44395,COMPUTERS,2129,APPLE,2019 APPLE MACBOOK PRO 16 TOUCH BAR INTEL CORE I7,238449038,1
30604,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
10939,COMPUTERS,2099,APPLE,2020 APPLE IMAC 27 ALL-IN-ONE,238923518,1
10939,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
20496,LIVING DINING FURNITURE,2049,RETAILER,RETAILER BUNDLE 5 SEATER CORNER SOFA MA,238703861,1
20496,SERVICE,0,RETAILER,RETAILER,DMS4462,1
20496,LIGHTING,90,RETAILER,RETAILER PALMA LAMPSHADE VERDE DIA 40CM,238262394,2
20496,CARPETS RUGS FLOORING,120,RETAILER,RETAILER MODASA RUG SAFFRON L180 X W120,237714864,1
20496,LIVING DINING FURNITURE,169,HUDSON LIVING,HUDSON LIVING BERGEN NEST OF 3 TABLES GREY,237524444,1
20496,LIVING DINING FURNITURE,499,RETAILER,RETAILER THOMAS ARMCHAIR,232540519,1
20496,FULFILMENT CHARGE,13,RETAILER,RETAILER,FULFILMENT,1
64998,TELEVISIONS HOME CINEMA,1199,SONY,SONY BRAVIA KE48A9 2020 OLED HDR 4K ULTRA HD SMART,239952954,1
64510,BEDROOM FURNITURE,2080,TEMPUR,TEMPUR SENSATION ELITE MEMORY FOAM MATTRESS FIRM T,236999162,1
64510,HOME OFFICE,1199,HERMAN MILLER,HERMAN MILLER AERON OFFICE CHAIR SIZE C MINERAL PO,236844274,1
64510,CARPETS RUGS FLOORING,70,RETAILER,RETAILER SHEEPSKIN RUG DOUBLE IVORY,232851040,1
38051,TELEVISIONS HOME CINEMA,2199,SONY,SONY BRAVIA XR XR65A80J 2021 OLED HDR 4K ULTRA HD,239900855,1
28965,COMPUTER PERIPHERALS ACCESSORIES,389,APPLE,APPLE WATCH SERIES 6 GPS 44MM BLUE ALUMINIUM CASE,239001495,1
34525,COMPUTERS,2099,APPLE,2020 APPLE IMAC 27 ALL-IN-ONE INTEL CORE I7 8GB RA,238923518,1
34525,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
15878,COMPUTER PERIPHERALS & ACCESSORIES,379,APPLE,APPLE WATCH SERIES 6,239001495,1
69594,LIVING DINING FURNITURE,1249,RETAILER,RETAILER BAILEY HIGH BACK GRAND 4 SEATE,237901034,1
905,LIVING & DINING FURNITURE,1794,WEST ELM,RETAILER,238566315,6
905,DECORATIVE ACCESSORIES,199,RETAILER,RETAILER,231647901,1
905,DECORATIVE ACCESSORIES,50,THOMAS KENT,RETAILER,238030787,1
905,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
16747,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",674,APPLE,APPLE IPHONE 12 MINI,239091968,1
38559,LIVING DINING FURNITURE,768,RETAILER,RETAILER LOUNGE CHAIR LIGHT LEG WILTON,238932557,2
38559,BEDROOM FURNITURE,699,RETAILER,RETAILER ROUEN UPHOLSTERED BED FRAME KI,239835956,1
55134,COMPUTERS,554,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001407,1
37189,COMPUTERS,898,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
37189,AUDIO ACCESSORIES,125,APPLE,2019 APPLE AIRPODS WITH CHARGING CASE,238086343,1
37189,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
1404,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",1099,APPLE,APPLE IPHONE 12 PRO MAX,239091985,1
1404,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
67923,COMPUTER PERIPHERALS ACCESSORIES,369,APPLE,APPLE WATCH SERIES 7 GPS 41MM BLUE ALUMINIUM CASE,240376593,1
67923,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
27698,COMPUTERS,899,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246782,1
21750,TELEPHONES FAX MACHINES TWO-WAY RADIOS,649,APPLE,APPLE IPHONE 11 IOS 6 1 4G LTE SIM FREE 128GB YELL,238349181,1
59678,COMPUTER PERIPHERALS ACCESSORIES,349,APPLE,APPLE WATCH SERIES 6 GPS 44MM BLUE ALUMINIUM CASE,239001495,1
26095,COMPUTER PERIPHERALS ACCESSORIES,509,APPLE,APPLE WATCH SERIES 6 GPS CELLULAR 44MM SPACE GREY,239001480,1
26095,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
19146,COMPUTERS,929,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
45661,LIVING DINING FURNITURE,1899,RETAILER,RETAILER DRAPER GRAND 4 SEATER SOFA LIG,238121946,1
45661,SERVICE,0,RETAILER,RETAILER,DMS4462,1
45661,LIVING DINING FURNITURE,1699,RETAILER,RETAILER DRAPER LARGE 3 SEATER SOFA LIG,236995169,1
45661,SERVICE,0,RETAILER,RETAILER,DMS4462,1
45661,LIVING DINING FURNITURE,2899,RETAILER,RETAILER DRAPER 5 SEATER RHF CHAISE END,236679186,1
24538,COMPUTERS,1379,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR M1 PROCESSOR 8,239246783,1
57577,COMPUTERS,1099,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 25,240040983,1
53216,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
72193,TELEVISIONS HOME CINEMA,2699,SAMSUNG,SAMSUNG QE75QN85A 2021 NEO QLED HDR 1500 4K ULTRA,239842087,1
12457,COMPUTERS,1149,APPLE,"2020 APPLE IPAD PRO 12.9""",238667149,1
12457,COMPUTER PERIPHERALS & ACCESSORIES,119,APPLE,"APPLE PENCIL, 2ND GENERATION (2018)",237841896,1
18380,LIVING & DINING FURNITURE,1149,RETAILER,RETAILER,235622318,1
18380,LIVING & DINING FURNITURE,349,RETAILER,RETAILER,233004756,1
18380,LIVING & DINING FURNITURE,1349,RETAILER,RETAILER,232536618,1
46731,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
5509,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",674,APPLE,APPLE IPHONE 12 MINI,239091987,1
5509,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
37710,LIVING DINING FURNITURE,2049,HALO,HALO GROUCHO LARGE 3 SEATER LEATHER SOFA ANTIQUE W,233988309,1
67609,COMPUTER PERIPHERALS ACCESSORIES,399,APPLE,APPLE WATCH SERIES 7 GPS 45MM MIDNIGHT ALUMINIUM C,240376619,1
56270,COMPUTERS,749,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI 128G,240040984,1
56270,COMPUTER PERIPHERALS ACCESSORIES,119,APPLE,APPLE PENCIL 2ND GENERATION 2018 MATTE WHITE,237841896,1
73888,TELEVISIONS HOME CINEMA,1799,SONY,SONY BRAVIA XR XR65X95J 2021 LED HDR 4K ULTRA HD S,239903598,1
73888,FULFILMENT CHARGE,20,RETAILER,RETAILER,FULFILMENT,1
38662,COMPUTERS,1187,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR M1 PROCESSOR 8,239246780,1
10174,COMPUTERS,529,APPLE,"2020 APPLE IPAD AIR 10.9""",239001440,1
10174,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
42731,COMPUTERS,2470,APPLE,2019 APPLE MACBOOK PRO 16 TOUCH BAR INTEL CORE I9,238449039,1
34014,COMPUTERS,579,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001426,1
30891,COMPUTERS,549,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001428,1
52270,TELEVISIONS HOME CINEMA,1299,SAMSUNG,SAMSUNG QE43QN90A 2021 NEO QLED HDR 1500 4K ULTRA,240204876,1
43881,LIVING DINING FURNITURE,1599,RETAILER,RETAILER BAILEY DOUBLE SOFA BED,237902106,1
36914,TELEVISIONS HOME CINEMA,1049,SAMSUNG,SAMSUNG QE50QN94A 2021 NEO QLED HDR 2000 4K ULTRA,239948157,1
36914,FULFILMENT CHARGE,20,RETAILER,RETAILER,FULFILMENT,1
52023,COMPUTERS,1559,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR INTEL CORE I5,238742046,1
13537,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",449,APPLE,APPLE IPHONE SE,238708404,1
46722,COMPUTERS,1649,APPLE,2021 APPLE IMAC 24 ALL-IN-ONE M1 PROCESSOR 8GB RAM,240040964,1
46722,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
69187,COMPUTER PERIPHERALS ACCESSORIES,369,APPLE,APPLE WATCH SERIES 7 GPS 41MM MIDNIGHT ALUMINIUM C,240376609,1
69187,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
70808,COMPUTER PERIPHERALS ACCESSORIES,369,APPLE,APPLE WATCH SERIES 7 GPS 41MM MIDNIGHT ALUMINIUM C,240376609,1
72356,TELEVISIONS HOME CINEMA,5299,SAMSUNG,SAMSUNG QE65QN900A 2021 NEO QLED HDR 3000 8K ULTRA,239817713,1
56186,COMPUTERS,1187,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR M1 PROCESSOR 8,239246779,1
15608,COMPUTERS,929,APPLE,2020 APPLE MACBOOK AIR,239246776,1
15608,WARRANTY,70,RETAILER,RETAILER,236604744,1
13707,BABY & CHILD TRAVEL,399,BABYZEN,RETAILER,238534017,1
13707,HOME AND PERSONAL SECURITY,130,BT,RETAILER,236705535,1
66847,TELEVISIONS HOME CINEMA,1199,LG,LG OLED55C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239827061,1
34809,COMPUTERS,1379,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR M1 PROCESSOR 8,239246783,1
43246,COMPUTERS,999,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 12,240041004,1
43246,COMPUTER PERIPHERALS ACCESSORIES,175,APPLE,APPLE MAGIC KEYBOARD FOR 12 9 IPAD PRO,238701670,1
73576,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
65780,TELEVISIONS HOME CINEMA,1192,LG,LG OLED55C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239827061,1
44874,COMPUTER PERIPHERALS ACCESSORIES,165,APPLE,APPLE MAGIC KEYBOARD FOR 12 9 IPAD PRO,238701670,1
44874,COMPUTERS,999,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 12,240041004,1
18148,HOME OFFICE,579,HUMANSCALE,RETAILER,238128214,1
63352,TELEVISIONS HOME CINEMA,1699,LG,LG OLED65C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239838687,1
51878,COMPUTERS,552,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001404,1
18097,COMPUTERS,399,APPLE,"2020 APPLE IPAD 10.2"" 128GB GOLD",239001400,1
64988,TELEVISIONS HOME CINEMA,1299,PANASONIC,PANASONIC TX-55JZ1000B 2021 OLED HDR 4K ULTRA HD S,239901242,1
64988,SERVICE,45,RETAILER,RETAILER,DMS5462,1
62442,COMPUTERS,1187,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR M1 PROCESSOR 8,239246779,1
73063,COMPUTER PERIPHERALS ACCESSORIES,369,APPLE,APPLE WATCH SERIES 7 GPS 41MM STARLIGHT ALUMINIUM,240376608,1
73430,COMPUTERS,999,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 12,240041004,1
41949,COMPUTERS,549,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001440,1
17408,LIVING & DINING FURNITURE,549,RETAILER,RETAILER,237948315,1
48935,COMPUTER PERIPHERALS ACCESSORIES,379,APPLE,APPLE WATCH SERIES 6 GPS 40MM SILVER ALUMINIUM CAS,239001532,1
48935,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
63093,COMPUTERS,556,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001415,1
13224,TELEVISIONS & HOME CINEMA,2399,LG,OLED65B1,239841490,1
13224,CABLES & ADAPTERS,12,RETAILER,RETAILER,238735587,1
33324,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
33324,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
52463,COMPUTERS,1785,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR INTEL CORE I5,238742053,1
52463,WARRANTY,80,RETAILER,RETAILER,236604736,1
52463,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
71439,COMPUTERS,1099,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 25,240040978,1
71439,COMPUTER PERIPHERALS ACCESSORIES,329,APPLE,APPLE MAGIC KEYBOARD FOR 12 9 IPAD PRO 2021 BLACK,240043592,1
6575,BABY & CHILD TRAVEL,750,ICANDY,RETAILER,238611856,1
6575,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
17401,COMPUTERS,318,APPLE,"2020 APPLE IPAD 10.2"" 32GB SILVER",239001429,1
17401,COMPUTERS,310,APPLE,"2020 APPLE IPAD 10.2"" 32GB GOLD",239001437,1
59366,COMPUTERS,549,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001428,1
