RespondentID,What_would_you_call_the_part_of_the_country_you_live_in_now,How_much_do_you_personally_identify_as_a_Midwesterner,Do_you_consider_Illinois_state_as_part_of_the_Midwest,Do_you_consider_Indiana_state_as_part_of_the_Midwest,Do_you_consider_Iowa_state_as_part_of_the_Midwest,Do_you_consider_Kansas_state_as_part_of_the_Midwest,Do_you_consider_Michigan_state_as_part_of_the_Midwest,Do_you_consider_Minnesota_state_as_part_of_the_Midwest,Do_you_consider_Missouri_state_as_part_of_the_Midwest,Do_you_consider_Nebraska_state_as_part_of_the_Midwest,Do_you_consider_North_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Ohio_state_as_part_of_the_Midwest,Do_you_consider_South_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Wisconsin_state_as_part_of_the_Midwest,Do_you_consider_Arkansas_state_as_part_of_the_Midwest,Do_you_consider_Colorado_state_as_part_of_the_Midwest,Do_you_consider_Kentucky_state_as_part_of_the_Midwest,Do_you_consider_Oklahoma_state_as_part_of_the_Midwest,Do_you_consider_Pennsylvania_state_as_part_of_the_Midwest,Do_you_consider_West_Virginia_state_as_part_of_the_Midwest,Do_you_consider_Montana_state_as_part_of_the_Midwest,Do_you_consider_Wyoming_state_as_part_of_the_Midwest,Gender,Age,Household_Income,Education,In_what_ZIP_code_is_your_home_located,census_region
3122328413.0,The midwest,A lot,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Female,18-29,"$50,000 - $99,999",Less than high school degree,55434,West North Central
3120859754.0,Pacific Northwest,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,98648,Pacific
3122691135.0,south east,A lot,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Female,> 60,"$0 - $24,999",Some college,33021,South Atlantic
3124005210.0,Mid-Atlantic,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Male,> 60,"$0 - $24,999",Some college,26260,South Atlantic
3121984077.0,The Diverse part,Not much,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Male,18-29,"$150,000+",Some college,44601,East North Central
3122681703.0,The south,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Male,18-29,"$0 - $24,999",Some college,28390,South Atlantic
3126357029.0,East/Central,Not at all,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Male,30-44,"$150,000+",Associate or bachelor degree,15217,Middle Atlantic
3123837924.0,North East,Not much,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Female,18-29,"$0 - $24,999",Associate or bachelor degree,16001,Middle Atlantic
3122802113.0,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Female,> 60,"$50,000 - $99,999",Graduate degree,47130,East North Central
3121997149.0,I live in small town Iowa. Rumors travel faster than the people.  Everyone wants to leave but they're sucked in and can't.,Not much,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Female,18-29,?,?,51051,West North Central
3122298144.0,Mid eastern coastal,A lot,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Female,> 60,"$150,000+",Graduate degree,22578,Mountain
3122752845.0,West,Some,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Male,45-60,"$150,000+",Graduate degree,82718,Mountain
3122731199.0,suburbia,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Female,> 60,"$150,000+",Some college,11706,Middle Atlantic
3123312482.0,"middle america; large town, small city",Some,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Female,18-29,"$100,000 - $149,999",High school degree,46060,East North Central
3120952256.0,Sunny California,Not at all,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,30-44,"$150,000+",Associate or bachelor degree,92009,Pacific
3123598374.0,frigid,Not much,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$150,000+",Associate or bachelor degree,48326,East North Central
3122469302.0,southern,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$0 - $24,999",Graduate degree,40210,East South Central
3123049474.0,Midwest,Some,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Male,18-29,"$150,000+",Associate or bachelor degree,16066,Middle Atlantic
3123159949.0,Midwest,Some,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,43016,East North Central
3125096120.0,Urban,Not at all,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Male,18-29,"$50,000 - $99,999",High school degree,10469,Middle Atlantic
3122897288.0,Midwest,Some,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Male,18-29,"$0 - $24,999",Associate or bachelor degree,80401,Mountain
3121163473.0,WESTERN REGION,Some,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,90034,Pacific
3126051059.0,Northeast,Not much,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Male,18-29,"$50,000 - $99,999",Associate or bachelor degree,19020,Middle Atlantic
3123090618.0,Mountain States,A lot,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,80513,Mountain
3122515751.0,"I live in the border between the South and the Midwest. Not totally Southern, not totally Midwestern.",Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$50,000 - $99,999",Graduate degree,40517,East South Central
3120800645.0,Deep South,Not at all,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Graduate degree,70437,West South Central
3122708602.0,Midwest USA,A lot,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Female,45-60,"$50,000 - $99,999",Some college,68433,West North Central
3122232538.0,Midwest,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$25,000 - $49,999",Associate or bachelor degree,49503,East North Central
3126080690.0,Appalacha,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$50,000 - $99,999",Graduate degree,24801,South Atlantic
3122515480.0,Mid Atlantic states,Not at all,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Female,> 60,"$50,000 - $99,999",Graduate degree,20910,South Atlantic
3123749547.0,southeast,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$25,000 - $49,999",Graduate degree,30110,South Atlantic
3123182209.0,Midwest,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$150,000+",Graduate degree,48917,East North Central
3122116207.0,the most beautiful desert in the world!,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Associate or bachelor degree,85266,Mountain
3122644502.0,Midwest,A lot,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,62223,East North Central
3122668026.0,THE UNITED STATES,Some,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,62002,East North Central
3122906268.0,Big Lake,Some,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$0 - $24,999",Some college,55455,Pacific
3121938966.0,Upper MidWest,A lot,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,55347,West North Central
3123170755.0,the west,Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Female,30-44,"$150,000+",Graduate degree,95616,Pacific
3120918737.0,California foothills,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Female,> 60,"$50,000 - $99,999",Some college,95634,Pacific
3121608230.0,Mid-Atlantic,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Graduate degree,17097,Middle Atlantic
3122829583.0,Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Male,30-44,"$50,000 - $99,999",Associate or bachelor degree,16365,Middle Atlantic
3122830947.0,northeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Graduate degree,16828,Middle Atlantic
3122605196.0,Mountain States,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Male,30-44,"$150,000+",Associate or bachelor degree,80504,Mountain
3122713966.0,Midwest,A lot,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,53959,East North Central
3122849734.0,Northeast,Not at all,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$100,000 - $149,999",Graduate degree,19348,Middle Atlantic
3121971025.0,Northeast USA,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Associate or bachelor degree,1983,New England
3122985780.0,The west,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$50,000 - $99,999",Graduate degree,95822,Pacific
3120783975.0,Midwest,Some,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,45231,East North Central
3123994951.0,Midwest,Some,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$100,000 - $149,999",Associate or bachelor degree,55359,West North Central
3123571775.0,Mid-West,A lot,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,49504,East North Central
3122995904.0,Southeastern,Not at all,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Male,30-44,"$100,000 - $149,999",Some college,37130,East South Central
3123246902.0,Midwest,A lot,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Female,18-29,"$100,000 - $149,999",High school degree,47630,East North Central
3123921836.0,New England,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$150,000+",Some college,4011,Middle Atlantic
3124346834.0,Midwest,Some,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$25,000 - $49,999",Graduate degree,45223,East North Central
3121680930.0,South,Not at all,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Female,45-60,"$150,000+",Associate or bachelor degree,73750,West South Central
3122621840.0,Southeast,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Male,> 60,"$25,000 - $49,999",Associate or bachelor degree,33782,South Atlantic
3122532413.0,The polluted capitol of the West,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$0 - $24,999",Associate or bachelor degree,84119,Mountain
3126780936.0,Mid-west,A lot,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$25,000 - $49,999",Associate or bachelor degree,48185,East North Central
3123605510.0,Midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Male,18-29,"$25,000 - $49,999",Some college,44278,East North Central
3122274160.0,Central South,Not much,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Female,30-44,"$25,000 - $49,999",Some college,75234,West South Central
3124156398.0,Midwest,A lot,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Male,45-60,"$100,000 - $149,999",Graduate degree,62901,West South Central
3122763426.0,"Sunny, southern Ca.",Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Some college,93831,Pacific
3123011908.0,Southeast,Not much,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,33138,South Atlantic
3124535778.0,midwest,A lot,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$0 - $24,999",Associate or bachelor degree,50554,West North Central
3124043565.0,Very Country,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Some college,17307,Middle Atlantic
3124495638.0,Northeastern,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Male,18-29,"$100,000 - $149,999",Associate or bachelor degree,16602,Middle Atlantic
3123252291.0,Northwest,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Male,30-44,"$100,000 - $149,999",Some college,83501,Mountain
3122458396.0,Horrible winters here in MN and wonder every year why I am doing this?   The season changes are marvelous and we all appreciate them so much.,A lot,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$0 - $24,999",Some college,55122,West North Central
3124641641.0,West,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Male,30-44,"$25,000 - $49,999",Associate or bachelor degree,81507,Mountain
3120917842.0,New England,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,3102,New England
3123802819.0,Midwest.,A lot,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Female,18-29,"$150,000+",Some college,43616,East North Central
3121957080.0,Midwest,Some,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female,30-44,"$150,000+",Associate or bachelor degree,64154,West North Central
3122421862.0,Northern Virginia suburbs,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Male,45-60,"$150,000+",Graduate degree,22192,South Atlantic
3122766060.0,Cold weather,Some,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Male,45-60,"$25,000 - $49,999",Less than high school degree,43920,East North Central
3122850467.0,Midwest,Some,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Male,18-29,"$0 - $24,999",High school degree,80011,Mountain
3122751469.0,Southwest,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Female,> 60,"$150,000+",Graduate degree,78209,West South Central
3124600302.0,Midwest,A lot,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Male,45-60,?,Associate or bachelor degree,46237,East North Central
3123958553.0,Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,6410,New England
3122368231.0,northeast,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",Graduate degree,14223,Middle Atlantic
3122425980.0,Midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Male,> 60,"$25,000 - $49,999",Graduate degree,45066,East North Central
3124237594.0,Midwest,A lot,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,66436,West North Central
3123049315.0,Northeast,Not at all,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$50,000 - $99,999",Associate or bachelor degree,19103,Middle Atlantic
3120778090.0,Midwest,A lot,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$100,000 - $149,999",Associate or bachelor degree,60174,East North Central
3126705410.0,Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$50,000 - $99,999",Associate or bachelor degree,62401,East North Central
3123224733.0,West Virginia or too close to Washington DC,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$25,000 - $49,999",Associate or bachelor degree,25405,South Atlantic
3121682844.0,New england,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Female,30-44,"$100,000 - $149,999",Graduate degree,2038,New England
3122973112.0,Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$150,000+",Graduate degree,60625,East North Central
3121840017.0,Rocky Mountains,Some,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Male,> 60,"$25,000 - $49,999",Graduate degree,81147,Mountain
3122063124.0,Midwest,Some,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Male,30-44,"$150,000+",Associate or bachelor degree,60622,East North Central
3124078907.0,midwest,A lot,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Male,18-29,"$100,000 - $149,999",Associate or bachelor degree,64105,West North Central
3122666046.0,East coast,Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Some college,7480,Middle Atlantic
3124986927.0,badlands,Not at all,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,30-44,"$0 - $24,999",High school degree,33613,South Atlantic
3122966637.0,Midwest,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female,> 60,"$100,000 - $149,999",Some college,45133,East North Central
3122673738.0,SE. Country,Not at all,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,30182,South Atlantic
3122808504.0,West coast,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Male,30-44,"$50,000 - $99,999",Associate or bachelor degree,91601,Pacific
3122676507.0,Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,44087,East North Central
3124964542.0,Midwest,Some,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$0 - $24,999",Less than high school degree,60641,East North Central
3123348002.0,Midwest,A lot,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Male,18-29,"$50,000 - $99,999",Some college,61109,East North Central
3122877661.0,The north east,Not at all,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Female,30-44,"$150,000+",Associate or bachelor degree,6951,New England
3123367257.0,Great Lakes Region,Some,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$25,000 - $49,999",Some college,60626,East North Central
3122551019.0,North America  Mid West,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Female,45-60,"$150,000+",Some college,49684,East North Central
3122961130.0,Minnesota,Some,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,55447,West North Central
3121965333.0,Mid-Atlantic,Not at all,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Male,30-44,"$150,000+",Graduate degree,20007,South Atlantic
3124060441.0,"The area is more rural, but very close to several "" large "" cities. I consider the region as Mid Eastern",Some,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,> 60,"$50,000 - $99,999",Some college,45822,East North Central
3122674651.0,Midwest,A lot,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Some college,49426,East North Central
3123534031.0,The North East,Not at all,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$100,000 - $149,999",Some college,17701,Middle Atlantic
3123210907.0,West,Not much,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$50,000 - $99,999",Graduate degree,80249,Mountain
3122226448.0,North,Some,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Male,45-60,"$50,000 - $99,999",Some college,49876,East North Central
3123257858.0,home,A lot,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$25,000 - $49,999",Some college,52807,West North Central
3122410781.0,Southeast,Not much,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Female,18-29,?,?,28607,South Atlantic
3125195663.0,upper south,Some,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Male,45-60,"$25,000 - $49,999",Graduate degree,40342,East South Central
3123325733.0,Eastern,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Female,18-29,"$150,000+",Less than high school degree,16639,Middle Atlantic
3124174463.0,Northeast,Not at all,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,> 60,"$150,000+",Some college,17363,Middle Atlantic
3122569888.0,Midwest,A lot,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Male,18-29,"$150,000+",High school degree,61565,East North Central
3122268090.0,mid-atlantic coastal area,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,27265,South Atlantic
3122881006.0,Colorado,Not at all,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Male,18-29,"$100,000 - $149,999",Less than high school degree,80122,Mountain
3122823169.0,Midwest,Not much,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female,45-60,"$100,000 - $149,999",Graduate degree,66061,West North Central
3122276999.0,WestCoast,Some,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Male,30-44,"$50,000 - $99,999",Some college,90601,Pacific
3123235712.0,The south,Not at all,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Female,18-29,"$0 - $24,999",Associate or bachelor degree,72701,West South Central
3122920582.0,North East,Some,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Some college,19010,Middle Atlantic
3122744968.0,The midwest,Some,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,60439,East North Central
3122114392.0,Midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$25,000 - $49,999",Some college,55033,West North Central
3121312578.0,Paradise,Not at all,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",High school degree,32810,South Atlantic
